filename,label
Western_Grebe_0080_36310.jpg,053.Western_Grebe
Western_Grebe_0077_36355.jpg,053.Western_Grebe
Western_Grebe_0017_36218.jpg,053.Western_Grebe
Western_Grebe_0036_36521.jpg,053.Western_Grebe
Western_Grebe_0004_36130.jpg,053.Western_Grebe
Western_Grebe_0049_36219.jpg,053.Western_Grebe
Western_Grebe_0091_36194.jpg,053.Western_Grebe
Western_Grebe_0106_36509.jpg,053.Western_Grebe
Western_Grebe_0105_36542.jpg,053.Western_Grebe
Western_Grebe_0057_36157.jpg,053.Western_Grebe
Western_Grebe_0007_36074.jpg,053.Western_Grebe
Western_Grebe_0002_36518.jpg,053.Western_Grebe
Western_Grebe_0011_36522.jpg,053.Western_Grebe
Western_Grebe_0037_36469.jpg,053.Western_Grebe
Western_Grebe_0081_36578.jpg,053.Western_Grebe
Western_Grebe_0048_36399.jpg,053.Western_Grebe
Western_Grebe_0009_36477.jpg,053.Western_Grebe
Western_Grebe_0087_36570.jpg,053.Western_Grebe
Western_Grebe_0033_36395.jpg,053.Western_Grebe
Western_Grebe_0038_36363.jpg,053.Western_Grebe
Western_Grebe_0069_36486.jpg,053.Western_Grebe
Western_Grebe_0067_36610.jpg,053.Western_Grebe
Western_Grebe_0050_36163.jpg,053.Western_Grebe
Western_Grebe_0047_36203.jpg,053.Western_Grebe
Western_Grebe_0103_36515.jpg,053.Western_Grebe
Western_Grebe_0071_36536.jpg,053.Western_Grebe
Western_Grebe_0022_36148.jpg,053.Western_Grebe
Western_Grebe_0001_36481.jpg,053.Western_Grebe
Western_Grebe_0021_36282.jpg,053.Western_Grebe
Western_Grebe_0086_36478.jpg,053.Western_Grebe
Western_Grebe_0044_36188.jpg,053.Western_Grebe
Western_Grebe_0092_36121.jpg,053.Western_Grebe
Western_Grebe_0085_36224.jpg,053.Western_Grebe
Western_Grebe_0058_36403.jpg,053.Western_Grebe
Western_Grebe_0075_36435.jpg,053.Western_Grebe
Western_Grebe_0090_36182.jpg,053.Western_Grebe
Western_Grebe_0099_36112.jpg,053.Western_Grebe
Western_Grebe_0025_36251.jpg,053.Western_Grebe
Western_Grebe_0045_36425.jpg,053.Western_Grebe
Western_Grebe_0032_36439.jpg,053.Western_Grebe
Western_Grebe_0029_36379.jpg,053.Western_Grebe
Western_Grebe_0093_36193.jpg,053.Western_Grebe
Western_Grebe_0042_36035.jpg,053.Western_Grebe
Western_Grebe_0083_36033.jpg,053.Western_Grebe
Western_Grebe_0020_36241.jpg,053.Western_Grebe
Western_Grebe_0064_36613.jpg,053.Western_Grebe
Western_Grebe_0070_36162.jpg,053.Western_Grebe
Western_Grebe_0102_36116.jpg,053.Western_Grebe
Western_Grebe_0014_36185.jpg,053.Western_Grebe
Western_Grebe_0056_36216.jpg,053.Western_Grebe
Western_Grebe_0013_36383.jpg,053.Western_Grebe
Western_Grebe_0089_36154.jpg,053.Western_Grebe
Western_Grebe_0043_36183.jpg,053.Western_Grebe
Western_Grebe_0046_36118.jpg,053.Western_Grebe
Western_Grebe_0088_36428.jpg,053.Western_Grebe
Western_Grebe_0104_36164.jpg,053.Western_Grebe
Western_Grebe_0051_36249.jpg,053.Western_Grebe
Western_Grebe_0028_36196.jpg,053.Western_Grebe
Western_Grebe_0034_36149.jpg,053.Western_Grebe
Western_Grebe_0061_36181.jpg,053.Western_Grebe
Black_Throated_Blue_Warbler_0024_161619.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0111_161615.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0001_161189.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0136_161400.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0073_161558.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0113_161407.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0100_161622.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0080_161681.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0079_161194.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0096_161654.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0072_161636.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0050_161154.jpg,160.Black_throated_Blue_Warbler
Black_Throated_Blue_Warbler_0102_161161.jpg,160.Black_throated_Blue_Warbler
